pmid,year,title,species,observation_type,entity_a,relationship,entity_b_or_context,confidence,supporting_quote,needs_full_text,reviewed,devSim_param,entity_a_raw,entity_b_raw,source,evidence_type,figure_ref,timepoint_h,perturbation_type,dataset
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,spatial_pattern,H3K14ac,low_in,HBO1 deficient cells,high,H3K14ac while not other histone acetylation was impaired HBO1 deficient cells,False,False,unmapped,H3K14ac,HBO1 deficient cells,fulltext,direct,Fig. 1F,not_specified,genetic_KO,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,expression_timing,HBO1,correlates_with,OCT4 NANOG expression,high,HBO1 as well as pluripotency associated factors OCT4 and NANOG gradually disappeared upon DOX withdrawal,False,False,unmapped,HBO1,OCT4 NANOG expression,fulltext,direct,Fig. 1F,not_specified,genetic_KO,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,grn_edge,HBO1,enhances,SMAD4 chromatin binding,medium,HBO1 depends on SMAD4 to bind the target chromatin for the normal TGF-β signaling action,False,False,unmapped,HBO1,SMAD4 chromatin binding,fulltext,direct,,not_specified,none,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,grn_edge,TGF-β,activates,pluripotency genes,high,TGF-β fails to activate target genes and support pluripotency in hESCs in the absence of HBO1,False,False,unmapped,TGF-β,pluripotency genes,fulltext,direct,,not_specified,genetic_KO,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,grn_edge,HBO1,modulates,SMAD action,high,HBO1 determines the action of SMAD in both human pluripotency and mesendoderm lineage specification,False,False,unmapped,HBO1,SMAD action,fulltext,direct,,not_specified,none,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,perturbation,HBO1,required_for,mesendoderm specification,high,HBO1 deficient hESCs failed to specify mesendoderm that were triggered mainly by BMP4 signaling,False,False,unmapped,HBO1,mesendoderm specification,fulltext,direct,,not_specified,genetic_KO,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,spatial_pattern,SOX2,high_in,HBO1 −/− hESCs,high,neural fate genes while not mesendoderm genes were up-regulated in hESCs- HBO1 −/− /OE,False,False,unmapped,SOX2,HBO1 −/− hESCs,fulltext,direct,Fig. 1G,not_specified,none,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,perturbation,HBO1,inhibits,neural fate specification,high,HBO1 −/− hESCs exit pluripotency and spontaneously differentiate into neuroectoderm fate,False,False,unmapped,HBO1,neural fate specification,fulltext,direct,Fig. 1,not_specified,genetic_KO,gastruloid
38421638,2024,HBO1 determines SMAD action in pluripotency and mesendoderm specification.,human,perturbation,HBO1,required_for,pluripotency maintenance,high,"HBO1 −/− hESCs displayed a complete differentiation phenotype resembling neural fate cells, even under typical culture conditions that support pluripotency",False,False,unmapped,HBO1,pluripotency maintenance,fulltext,direct,Fig. 1A,not_specified,genetic_KO,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,grn_edge,retinoic acid,activates,neural crest (secondary consequence),low,"RA not thought to contribute to neural crest induction, secondary consequence of RA",False,False,unmapped,retinoic acid,neural crest (secondary consequence),fulltext,review,,not_specified,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,grn_edge,Wnt,modulates,NMP bi-potency balance with RA,low,balance between WNT and RA signaling underlies bi-potency of NMPs,False,False,unmapped,Wnt,NMP bi-potency balance with RA,fulltext,review,,not_specified,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,expression_timing,cardiac and advanced mesoderm,correlates_with,48-96h timepoint,high,subpopulations annotated as advanced and cardiac mesoderm at 48 to 96 hrs,False,False,unmapped,cardiac and advanced mesoderm,48-96h timepoint,fulltext,direct,Fig. 1d,48,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,expression_timing,NMPs,correlates_with,48-96h timepoint,high,NMPs (TBXT+; SOX2+) to presomitic mesoderm annotated at 48 to 96 hrs,False,False,unmapped,NMPs,48-96h timepoint,fulltext,direct,Fig. 1d,48,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,perturbation,CHIR,enhances,gastruloid induction,medium,"medium containing 0.5 μM CHIR, 0.5 or 1 μM RA, and 5 μM Y-27632",False,False,unmapped,CHIR,gastruloid induction,fulltext,direct,,120,pharmacological,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,perturbation,retinoic acid (RA),required_for,neural tube and segmented somites formation,high,discontinuous regimen of retinoic acid robustly induces human gastruloids with neural tube and segmented somites,False,False,unmapped,retinoic acid (RA),neural tube and segmented somites formation,fulltext,direct,,120,pharmacological,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,spatial_pattern,HAND1,high_in,cardiac mesoderm,high,cardiac mesoderm (HAND1+; NKX2–5+; TNNT2+),False,False,unmapped,HAND1,cardiac mesoderm,fulltext,direct,"Fig. 1d, Fig. S3–S5",48,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,spatial_pattern,TBXT,high_in,early gastruloid at 24h,medium,"At 24 hrs, bulk of cells heterogeneous expression of TBXT, CDX2, TBX6, SOX2",False,False,unmapped,TBXT,early gastruloid at 24h,fulltext,direct,"Fig. 1d, Fig. S2",24,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,spatial_pattern,SOX17,high_in,definitive endoderm,high,Distinct populations of FOXA2+ cells were either NOTO+ or SOX17+,False,False,unmapped,SOX17,definitive endoderm,fulltext,direct,Fig. S2,24,none,gastruloid
38405970,2024,"Induction and <i>in silico</i> staging of human gastruloids with neural tube, segmented somites & advanced cell types.",both,spatial_pattern,FOXA2,high_in,axial mesoderm and definitive endoderm,high,Distinct populations of FOXA2+ cells were either NOTO+ or SOX17+,False,False,unmapped,FOXA2,axial mesoderm and definitive endoderm,fulltext,direct,Fig. S2,24,none,gastruloid
38451093,2024,CDX2 dose-dependently influences the gene regulatory network underlying human extraembryonic mesoderm development.,human,grn_edge,CDX2,activates,chromatin accessibility at CDX motifs,high,"CDX2 binding drives chromatin accessibility, peaks enriched for CDX motifs",False,False,unmapped,CDX2,chromatin accessibility at CDX motifs,fulltext,direct,,48,none,gastruloid
31391456,2019,Morphogenesis of extra-embryonic tissues directs the remodelling of the mouse embryo at implantation.,mouse,expression_timing,Cdx2,correlates_with,termination of polar to mural TE cell flow,high,"gradient of Cdx2 expression was evident only upon termination of flow, not before implantation",False,False,unmapped,Cdx2,termination of polar to mural TE cell flow,fulltext,direct,Supplementary Fig. 1d,not_specified,none,mouse_embryo
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,spatial_pattern,NMP-like and PSM-like cells,high_in,human gastruloids,high,NMP-like and PSM-like cells are detected in all three models,False,False,unmapped,NMP-like and PSM-like cells,human gastruloids,fulltext,direct,Fig. 1e,96,none,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,perturbation,Retinoic acid,enhances,neural tube and segmented somite formation,high,early but limited RA supplementation robustly induces human gastruloids with embryo-like morphological structures,False,False,unmapped,Retinoic acid,neural tube and segmented somite formation,fulltext,direct,,not_specified,pharmacological,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,T,low_in,anterior domain,high,opposing T and Sox2 domains establish the AP axis,False,False,unmapped,T,anterior domain,fulltext,direct,Fig. 1C-E,72,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,T,high_in,posterior domain,high,T polarization in one half of the gastruloid defines the posterior domain,False,False,unmapped,T,posterior domain,fulltext,direct,Fig. 1A,72,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,expression_timing,T,activates,upon aggregation,high,transcriptional activity of T rapidly increases within a few hours,False,False,unmapped,T,upon aggregation,fulltext,direct,"Fig. S1A,B",early,none,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,grn_edge,cell density,modulates,mechanical and chemical signaling pathways,medium,Cell density functionally linked to multiple mechanical and chemical signaling pathways,False,False,unmapped,cell density,mechanical and chemical signaling pathways,fulltext,review,,not_specified,none,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,perturbation,cell density,modulates,SOX2 stability and patterning outcome,high,Cell density and SOX2 stability as two key parameters describing canonical patterning region,False,False,unmapped,cell density,SOX2 stability and patterning outcome,fulltext,direct,,not_specified,none,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,perturbation,BMP,required_for,canonical gastruloid patterning,high,BMP4-only and untreated colonies showed patterning reproducibility; BMP4 initiates gastruloids,False,False,unmapped,BMP4,canonical gastruloid patterning,fulltext,direct,Fig. S1B-C,not_specified,pharmacological,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,spatial_pattern,SOX2,high_in,undifferentiated embryonic disk center,high,SOX2 for the undifferentiated embryonic disk,False,False,unmapped,SOX2,undifferentiated embryonic disk center,fulltext,direct,Fig. 1A-B,not_specified,none,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,spatial_pattern,Brachyury,high_in,mesoderm middle region,high,"Brachyury (BRA) for mesoderm, SOX2 for undifferentiated embryonic disk",False,False,unmapped,Brachyury,mesoderm middle region,fulltext,direct,Fig. 1A-B,not_specified,none,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,spatial_pattern,GATA3,high_in,amniotic ectoderm outer region,high,"GATA3 for amniotic ectoderm, Brachyury for mesoderm, SOX2 for undifferentiated embryonic disk",False,False,unmapped,GATA3,amniotic ectoderm outer region,fulltext,direct,Fig. 1A-B,not_specified,none,gastruloid
39386623,2024,An explainable map of human gastruloid morphospace reveals gastrulation failure modes and predicts teratogens.,human,perturbation,Wnt,enhances,mesoderm differentiation,high,Wnt-activating (CHIR-98014) positive control which differentiated entire colony into mesoderm,False,False,unmapped,Wnt signaling,mesoderm differentiation,fulltext,direct,Fig. S1B,not_specified,pharmacological,gastruloid
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,perturbation,TMEM132A,required_for,viability,high,"Homozygous Tmem132a tm1a/tm1a embryos died at birth, All Tmem132a mutant pups were non-viable",False,False,unmapped,TMEM132A,viability,fulltext,direct,,not_specified,genetic_KO,mouse_embryo
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,Sox2,high_in,anterior and pluripotent domains,high,Sox2 (pluripotent and neural progenitors) showing arrangement of germ layer primordia,False,False,unmapped,Sox2,anterior and pluripotent domains,fulltext,direct,Fig. 1C-E,72,none,gastruloid
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,grn_edge,LRP6,modulates,canonical Wnt/β-catenin signaling,high,LRP6 is a key cell surface receptor for the canonical Wnt/β-catenin signaling pathway,False,False,unmapped,LRP6,canonical Wnt/β-catenin signaling,fulltext,cited,,not_specified,none,mouse_embryo
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,perturbation,TMEM132A,required_for,lung development,high,Tmem132a tm1a mutants with hypoplastic and less vascularized lungs with suppressed alveolar formation,False,False,unmapped,TMEM132A,lung development,fulltext,direct,Fig. 1E,432,genetic_KO,mouse_embryo
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,perturbation,TMEM132A,required_for,kidney development,high,"Loss of TMEM132A caused hydronephrosis, characterized by hypoplastic and/or renal pelvis dilation",False,False,unmapped,TMEM132A,kidney development,fulltext,direct,Fig. 1D,432,genetic_KO,mouse_embryo
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,perturbation,TMEM132A,required_for,limb development,high,"Forelimb syndactyly was present in 9 out of 11 mutant embryos (82%), and underdeveloped hindlimb buds",False,False,unmapped,TMEM132A,limb development,fulltext,direct,Fig. 1C,432,genetic_KO,mouse_embryo
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,perturbation,TMEM132A,required_for,neural tube closure and caudal body patterning,high,Tmem132a tm1a/tm1a embryos consistently exhibited open and shortened posterior neural tubes,False,False,unmapped,TMEM132A,neural tube closure and caudal body patterning,fulltext,direct,Fig. 1A,240,genetic_KO,mouse_embryo
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,expression_timing,Wnt,high_in,posterior pole,high,"By 108 haa, gastruloids exhibited single coherent domain of Wnt activity that marked elongating posterior",False,False,unmapped,Wnt,posterior pole,fulltext,direct,Fig. 1D,108,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,grn_edge,Snail1,inhibits,E-cadherin,low,"Snai1, a repressor of Cdh1 and regulator of cell motility",False,False,unmapped,Snail1,E-cadherin,fulltext,cited,,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,grn_edge,Wnt,inhibits,Snail1,low,Wnt signaling may directly regulate this switch by downregulating expression of Snai1,False,False,unmapped,Wnt,Snail1,fulltext,review,,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,spatial_pattern,adhesion genes,high_in,domains with distinct Wnt signaling states,medium,Domains of distinct adhesion gene expression correspond to those with different Wnt signaling states,False,False,unmapped,adhesion genes,domains with distinct Wnt signaling states,fulltext,direct,Fig. 6,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,grn_edge,intrinsic heterogeneity,modulates,Wnt activity duration,medium,This heterogeneity modulates how long cells maintain Wnt activity following uniform CHIR stimulation,False,False,unmapped,intrinsic heterogeneity,Wnt activity duration,fulltext,direct,,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,grn_edge,BMP,activates,intrinsic heterogeneity,medium,Spontaneous Nodal and BMP signals create intrinsic heterogeneity within stem cell spheroids,False,False,unmapped,BMP,intrinsic heterogeneity,fulltext,direct,,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,grn_edge,Nodal,activates,intrinsic heterogeneity,medium,Spontaneous Nodal and BMP signals create intrinsic heterogeneity within stem cell spheroids,False,False,unmapped,Nodal,intrinsic heterogeneity,fulltext,direct,,96,none,gastruloid
39385148,2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,mouse,grn_edge,TMEM132A,stabilizes,LRP6,high,TMEM132A as a novel regulator that modulates the stability of LRP6,False,False,unmapped,TMEM132A,LRP6,fulltext,review,,not_specified,none,mouse_embryo
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,Foxa2,high_in,anterior mesendoderm,high,Foxa2 (anterior mesendoderm) showing arrangement of germ layer primordia,False,False,unmapped,Foxa2,anterior mesendoderm,fulltext,direct,Fig. 1C-E,72,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,expression_timing,T,correlates_with,symmetry breaking,high,"asymmetric T expression is already detectable by 48 hpa, before CHIR99 pulse",False,False,unmapped,T,symmetry breaking,fulltext,direct,"Fig. 1A,B",48,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,T,gradient_in,posteroanterior axis,high,subtle asymmetry of T levels along the future AP axis emerges and intensifies,False,False,unmapped,T,posteroanterior axis,fulltext,direct,Fig. 1B,48,none,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,spatial_pattern,ETV4,high_in,NANOG+ hPSCs,high,ETV4 presence in NANOG+ cells,False,False,unmapped,ETV4,NANOG+ hPSCs,fulltext,direct,Fig. 1B,not_specified,none,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,spatial_pattern,ETV1,high_in,OCT3/4+ hPSCs,high,ETV1 protein presence in OCT3/4 positive cells,False,False,unmapped,ETV1,OCT3/4+ hPSCs,fulltext,direct,Fig. 1A,not_specified,none,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV5,represses,CDH1,high,ETVs directly repress the expression of cell–cell contact-associated genes such as CDH1,False,False,unmapped,ETV5,CDH1,fulltext,direct,,not_specified,genetic_KO,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV4,represses,CDH1,high,ETVs directly repress the expression of cell–cell contact-associated genes such as CDH1,False,False,unmapped,ETV4,CDH1,fulltext,direct,,not_specified,genetic_KO,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV1,modulates,PI3K/AKT pathway,high,"ETVs regulate the expression of PI3K/AKT pathway-related transcripts, such as CDKN1A, CDKN1B or PDGFRB",False,False,unmapped,ETV1,PI3K/AKT pathway,fulltext,direct,,not_specified,genetic_KO,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV1,represses,ITGA5,high,"ETVs directly repress cell–matrix related transcripts including VCL, PXN, or ITGA5",False,False,unmapped,ETV1,ITGA5,fulltext,direct,,not_specified,genetic_KO,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV1,represses,PXN,high,"ETVs directly repress cell–matrix related transcripts including VCL, PXN, or ITGA5",False,False,unmapped,ETV1,PXN,fulltext,direct,,not_specified,genetic_KO,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV1,represses,VCL,high,"ETVs directly repress cell–matrix related transcripts including VCL, PXN, or ITGA5",False,False,unmapped,ETV1,VCL,fulltext,direct,,not_specified,genetic_KO,gastruloid
40011454,2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,human,grn_edge,ETV1,represses,CDH1,high,ETVs directly repress the expression of cell–cell contact-associated genes such as CDH1,False,False,unmapped,ETV1,CDH1,fulltext,direct,,not_specified,genetic_KO,gastruloid
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,perturbation,HNF1B,required_for,visceral endoderm differentiation and embryo survival,high,Hnf1b knockout embryo model lethal upon implantation due to failure of VE differenti,False,False,unmapped,HNF1B,visceral endoderm differentiation and embryo survival,fulltext,direct,,not_specified,genetic_KO,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,grn_edge,Nodal,activates,visceral endoderm,high,"Nodal signaling becomes even more strongly activated from E4.5 to E5.0, which then remains constant",False,False,unmapped,Nodal,visceral endoderm,fulltext,direct,,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,grn_edge,BMP,activates,visceral endoderm at E5.0,high,intermediate endoderm state presents switch point of Bmp activity with tissue concertedly activating Bmp signaling,False,False,unmapped,BMP,visceral endoderm at E5.0,fulltext,direct,,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,spatial_pattern,SOX17,low_in,visceral endoderm at E5.0 protein level,high,Sox17 instead showed severe downregulation at E5.0,False,False,unmapped,SOX17,visceral endoderm at E5.0 protein level,fulltext,direct,,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,spatial_pattern,SOX7,high_in,visceral endoderm at E5.0 protein level,high,Sox7 deviated from transcriptome by showing unique upregulation of Sox7 protein at E5.0,False,False,unmapped,SOX7,visceral endoderm at E5.0 protein level,fulltext,direct,,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,expression_timing,OTX2,correlates_with,PE to VE differentiation,high,E5.0 embryos exhibited intermediate expression of VE markers such as Otx2 and Ttr,False,False,unmapped,OTX2,PE to VE differentiation,fulltext,direct,Fig. S2A-S2J,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,spatial_pattern,OTX2,high_in,visceral endoderm at E5.5,high,"differentiation markers such as Otx2, Ttr, Apoa1, Apob, and Cerl1 became steadily upregulated",False,False,unmapped,OTX2,visceral endoderm at E5.5,fulltext,direct,"Fig. 1D, 1E",not_specified,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,expression_timing,SOX7,anticorrelates_with,PE to VE transition,high,"E5.0 embryos exhibited intermediate expression of PE marker genes such as Pdgfra, Sox17 and Sox7",False,False,unmapped,SOX7,PE to VE transition,fulltext,direct,Fig. S2A-S2J,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,expression_timing,SOX17,anticorrelates_with,PE to VE transition,high,"E5.0 embryos exhibited intermediate expression of PE marker genes such as Pdgfra, Sox17 and Sox7",False,False,unmapped,SOX17,PE to VE transition,fulltext,direct,Fig. S2A-S2J,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,expression_timing,PDGFRA,anticorrelates_with,PE to VE transition,high,"E5.0 embryos exhibited intermediate expression of PE marker genes such as Pdgfra, Sox17 and Sox7",False,False,unmapped,PDGFRA,PE to VE transition,fulltext,direct,Fig. S2A-S2J,120,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,spatial_pattern,SOX7,high_in,primitive endoderm at E4.5,high,"continuous downregulation of PE marker genes such as Pdgfra, Sox17, Sox7",False,False,unmapped,SOX7,primitive endoderm at E4.5,fulltext,direct,"Fig. 1D, 1E",not_specified,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,spatial_pattern,SOX17,high_in,primitive endoderm at E4.5,high,"continuous downregulation of PE marker genes such as Pdgfra, Sox17, Sox7",False,False,unmapped,SOX17,primitive endoderm at E4.5,fulltext,direct,"Fig. 1D, 1E",not_specified,none,mouse_embryo
39868030,2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,mouse,spatial_pattern,PDGFRA,high_in,primitive endoderm at E4.5,high,"continuous downregulation of PE marker genes such as Pdgfra, Sox17, Sox7",False,False,unmapped,PDGFRA,primitive endoderm at E4.5,fulltext,direct,"Fig. 1D, 1E",not_specified,none,mouse_embryo
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,spatial_pattern,T,high_in,evenly distributed throughout aggregate,high,evenly distributed expression throughout aggregate between 24 and 48 hpa,False,False,unmapped,T,evenly distributed throughout aggregate,fulltext,direct,"Fig. S1A,B",48,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,expression_timing,T,required_for,incipient elongation,high,T expression polarization is the site of incipient elongation,False,False,unmapped,T,incipient elongation,fulltext,direct,Fig. 1A,72,none,gastruloid
39552366,2024,Early autonomous patterning of the anteroposterior axis in gastruloids.,mouse,perturbation,CHIR99021,enhances,T polarization,medium,CHIR99 pulse from 48 to 72 hpa follows autonomous T symmetry breaking,False,False,unmapped,CHIR99021,T polarization,fulltext,direct,Fig. 1A,72,pharmacological,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,expression_timing,Wnt heterogeneity,correlates_with,onset of anterior-posterior positioning,high,"Onset of heterogeneity between 90 and 96 haa, preceding posterior Wnt polarization by 12 hours",False,False,unmapped,Wnt heterogeneity,onset of anterior-posterior positioning,fulltext,direct,Fig. 1G,90,none,gastruloid
39164488,2024,Retinoic acid induces human gastruloids with posterior embryo-like structures.,both,spatial_pattern,neural tube-like cells,low_in,human gastruloids at 96h,high,neural tube-like cells are detected only in the two mouse models,False,False,unmapped,neural tube-like cells,human gastruloids at 96h,fulltext,direct,Fig. 1e,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,spatial_pattern,Wnt,gradient_in,patchy domains without global polarization,high,"By 96 haa, fragmentation of Wnt activity pattern into locally ordered domains without global axial polarization",False,False,unmapped,Wnt,patchy domains without global polarization,fulltext,direct,Fig. 1D,96,none,gastruloid
39358450,2024,Recording morphogen signals reveals mechanisms underlying gastruloid symmetry breaking.,mammalian,expression_timing,Wnt,correlates_with,uniform activation to polarized state,high,Wnt pathway activity progressed from uniformly high state at 72 haa to single posterior pole,False,False,unmapped,Wnt,uniform activation to polarized state,fulltext,direct,Fig. 1C-D,72,none,gastruloid
39231227,2024,Integrin signaling in pluripotent cells acts as a gatekeeper of mouse germline entry.,mouse,grn_edge,laminin signaling via β1 integrin,inhibits,Wnt,high,laminin signaling through β1 integrin receptors on germline-competent epiblast cells inhibits Wnt signaling,False,False,unmapped,laminin signaling via β1 integrin,Wnt signaling,fulltext,direct,Fig. 6J,E6,none,mouse_embryo
39231227,2024,Integrin signaling in pluripotent cells acts as a gatekeeper of mouse germline entry.,mouse,spatial_pattern,OTX2,high_in,Blimp1+ cells in contact with basement membrane,high,"Blimp1::mGFP + cells in contact with the basement membrane expressed significantly higher levels of the PGC transcriptional repressor, Otx2",False,False,unmapped,OTX2,Blimp1+ cells in contact with basement membrane,fulltext,direct,Fig. 1L-M,E6,none,mouse_embryo
39231227,2024,Integrin signaling in pluripotent cells acts as a gatekeeper of mouse germline entry.,mouse,spatial_pattern,phosphorylated FAK (P-Fak-Tyr576),low_in,Blimp1+ cells lacking basement membrane contact,high,cells that lost contact with the extracellular matrix also displayed lower levels of phosphorylated focal adhesion kinase (Fak) on tyrosine residue 576,False,False,unmapped,phosphorylated FAK (P-Fak-Tyr576),Blimp1+ cells lacking basement membrane contact,fulltext,direct,Fig. 1G-K,E6,none,mouse_embryo
39231227,2024,Integrin signaling in pluripotent cells acts as a gatekeeper of mouse germline entry.,mouse,spatial_pattern,β1 integrin,low_in,Blimp1+ cells lacking basement membrane contact,high,Blimp1::mGFP + cells that lacked basement membrane contact expressed lower levels of β1 integrin on their surface,False,False,unmapped,β1 integrin,Blimp1+ cells lacking basement membrane contact,fulltext,direct,Fig. 1E-F,E6,none,mouse_embryo
39231227,2024,Integrin signaling in pluripotent cells acts as a gatekeeper of mouse germline entry.,mouse,spatial_pattern,Blimp1,high_in,posterior epiblast cells not in contact with basement membrane,high,approximately 86% of Blimp1::mGFP + PGCs are localized in a region of the posterior epiblast not directly in contact with the basement membrane,False,False,unmapped,Blimp1,posterior epiblast cells not in contact with basement membrane,fulltext,direct,Fig. 1A-C,E6,none,mouse_embryo
